book,20.823489122652155
seri,12.230065690814346
-lrb-,-0.9980625857713366
blood,5.401187304500158
town,-8.442208143225955
time,0.7638177632433949
thing,3.545548490220014
stori,2.2441737117573703
charact,5.188789108950729
-rrb-,0.11070977922405327
novel,-0.11609353775021347
great,3.0265151515151514
vampir,2.8891500256272025
fan,1.654143719999676
wai,3.417656888730921
scene,-0.4919806141662908
peopl,-2.1384629010013203
bill,2.762438964705193
fun,-0.4049822400221732
girl,-0.5171820284271622
person,0.5154158986699898
chapter,0.19833418010799542
alan,0.0
dark,0.0
first,0.0
adult,0.23397810218978105
author,0.41492267563810403
abil,-0.021070023392518393
-lsb-,0.15085158150851577
addit,1.2593537414965987
-lcb-,0.0
