book,13.903575277309915
seri,12.256009489696703
blood,7.872736766572407
-lrb-,-0.8865140189108097
thing,5.868665245432638
charact,4.94956203023966
vampir,2.836581646510276
read,5.213619489535874
stori,2.606012600714675
town,-6.226465588563207
novel,0.8592079195689036
fan,0.8182782992246255
wai,1.6295207955814295
-rrb-,-0.39396432692790534
peopl,-1.86822187048726
good,2.0
bill,3.1536276005697985
great,1.3181818181818181
bit,0.09799880265127255
harri,0.2837564283960414
author,1.1829012486208677
line,1.7270408163265305
element,0.0018198283816109329
amount,0.42676930713358385
abil,-1.5151515151515151
adult,0.072992700729927
awesom,0.0
addit,0.47787998247919405
1of,0.0
