book,48.55700022291876
patterson,1.6266122983825488
charact,20.400992946659212
stori,21.165157890050462
time,-8.371341225460165
chapter,-1.9861084074213933
good,13.708333333333334
twist,4.28311153016919
great,9.0
trivia,-1.8739919604205313
author,9.12000145821142
plot,9.69201395991361
fan,0.332613980483314
line,7.410483923156268
page,0.04844623158750862
novel,4.148532208117075
interest,1.6339583398999085
mistress,6.3496666538214015
mani,0.0
end,6.653579718896132
thriller,3.9964626680921715
ben,0.16952854639039744
review,-4.444662981030293
thing,2.423264175475342
alex,-0.6887755102040817
best,0.12026170798898074
-lrb-,0.1607859564158134
constant,0.0
old,0.0
action,2.197385714978312
better,0.0841046831955923
-rrb-,-5.6644031868630445E-18
past,-0.4583333333333333
benjamin,0.20454545454545456
event,-0.281509435730215
friend,3.885241537826482
affair,0.03854854669140376
agent,0.003449367466641175
annoi,0.0
-rsb-,0.0
-lsb-,0.0
