5	1354406400
1	1315612800
1	1373673600
4	1366934400
3	1334966400
5	1399593600
5	1369699200
5	1323734400
5	1202428800
5	1361145600
3	1283299200
4	1361318400
1	1346630400
5	1178928000
2	1378512000
4	1381190400
1	1395273600
5	1365638400
4	1204675200
5	1201910400
1	1306454400
3	1186531200
3	1265932800
5	1391990400
5	1366070400
5	1330128000
5	1336780800
4	1304121600
3	1305158400
5	1398211200
5	1332720000
4	1314662400
5	1271203200
1	1313971200
3	1286150400
5	1152057600
1	1308960000
4	1380585600
4	1400112000
1	1320883200
5	1200873600
1	1317081600
4	1223769600
3	1365120000
5	1364083200
3	1382313600
3	1347580800
5	1382140800
5	1355356800
1	1202342400
4	1376179200
3	1163980800
5	1359936000
3	1370476800
5	1347062400
5	1326931200
5	1274054400
5	1348185600
5	1191974400
3	1360627200
5	1350950400
5	1366329600
4	1204502400
5	1372636800
2	1347840000
5	1363564800
4	1373414400
1	1364169600
1	1360800000
2	1396569600
4	1318032000
5	1344211200
5	1403481600
2	1361664000
5	1376870400
5	1377216000
4	1398211200
5	1319414400
1	1295913600
2	1276387200
5	1399420800
5	1392249600
2	1325548800
5	1371340800
5	1267056000
3	1311984000
4	1363478400
5	1370044800
5	1355443200
5	1310169600
5	1374019200
5	1373587200
5	1362960000
5	1404086400
4	1392249600
5	1308528000
4	1367625600
4	1367625600
5	1388707200
2	1308960000
5	1350000000
5	1315699200
5	1362700800
5	1237680000
2	1221004800
5	1373328000
5	1370995200
1	1285718400
1	1390953600
5	1316476800
3	1309478400
5	1347840000
1	1378252800
4	1309046400
2	1335657600
5	1384473600
5	1356134400
5	1393977600
3	1282780800
3	1317168000
2	1369872000
5	1369180800
3	1308960000
5	1371427200
4	1271376000
2	1388016000
1	1373760000
5	1338854400
2	1401667200
5	1175731200
5	1371600000
1	1288483200
5	1274659200
5	1359072000
5	1378252800
3	1389398400
1	1274400000
5	1368921600
5	1297555200
3	1371168000
5	1385164800
5	1309737600
5	1203724800
4	1365292800
5	1400803200
1	1371513600
1	1273795200
1	1295395200
5	1273795200
4	1326499200
5	1312588800
5	1404172800
5	1403049600
5	1377993600
5	1367971200
1	1344297600
1	1315699200
5	1320451200
5	1373500800
4	1339200000
1	1308355200
5	1398988800
5	1401321600
5	1317772800
3	1292198400
1	1285200000
3	1286150400
1	1359331200
1	1299456000
5	1320019200
5	1375920000
5	1367884800
4	1370044800
5	1328486400
5	1335139200
5	1294876800
4	1313798400
5	1396569600
1	1309132800
5	1331078400
5	1274745600
